 X ,YCOO, ZCOO ,SCAL
  1.955000000000000E-004 ,  6.000000000000000E-006 , 0,  2.864619771840388E-006
  1.955000000000000E-004 ,  9.999999999999999E-006 , 0,  4.902392315882844E-006
  1.955000000000000E-004 ,  1.400000000000000E-005 , 0,  6.918699239442271E-006
  1.955000000000000E-004 ,  1.800000000000000E-005 , 0,  8.922028696636750E-006
  1.955000000000000E-004 ,  2.200000000000000E-005 , 0,  1.091542065453111E-005
  1.955000000000000E-004 ,  2.600000000000000E-005 , 0,  1.290458990271348E-005
  1.955000000000000E-004 ,  3.000000000000000E-005 , 0,  1.488942163261153E-005
  1.955000000000000E-004 ,  3.400000000000000E-005 , 0,  1.686935254465161E-005
  1.955000000000000E-004 ,  3.800000000000000E-005 , 0,  6.726928072456159E-004
  1.955000000000000E-004 ,  4.200000000000000E-005 , 0,  8.430890008356180E-003
  1.955000000000000E-004 ,  4.700000000000000E-005 , 0,  1.283005659463106E-002
  1.955000000000000E-004 ,  5.450000000000000E-005 , 0,  1.606554631168945E-002
  1.955000000000000E-004 ,  6.549999999999999E-005 , 0,  2.123056649380475E-002
  1.955000000000000E-004 ,  8.150000000000000E-005 , 0,  2.729885291584469E-002
  1.955000000000000E-004 ,  1.050000000000000E-004 , 0,  2.888447475846793E-002
  1.955000000000000E-004 ,  1.400000000000000E-004 , 0,  2.944103826397448E-002
  1.955000000000000E-004 ,  1.955000000000000E-004 , 0,  2.966572338987890E-002
  1.955000000000000E-004 ,  2.650000000000000E-004 , 0,  2.973550805489200E-002
  2.650000000000000E-004 ,  2.000000000000000E-006 , 0,  2.085426693226226E-007
  2.650000000000000E-004 ,  6.000000000000000E-006 , 0,  2.883091731277078E-006
  2.650000000000000E-004 ,  9.999999999999999E-006 , 0,  4.934482426960675E-006
  2.650000000000000E-004 ,  1.400000000000000E-005 , 0,  6.961280840781144E-006
  2.650000000000000E-004 ,  1.800000000000000E-005 , 0,  8.975511997456923E-006
  2.650000000000000E-004 ,  2.200000000000000E-005 , 0,  1.097940297589508E-005
  2.650000000000000E-004 ,  2.600000000000000E-005 , 0,  1.297298200486894E-005
  2.650000000000000E-004 ,  3.000000000000000E-005 , 0,  1.496125880353096E-005
  2.650000000000000E-004 ,  3.400000000000000E-005 , 0,  1.694645586745383E-005
  2.650000000000000E-004 ,  3.800000000000000E-005 , 0,  2.485374025181874E-004
  2.650000000000000E-004 ,  4.200000000000000E-005 , 0,  7.886174294479615E-003
  2.650000000000000E-004 ,  4.700000000000000E-005 , 0,  1.276511370720672E-002
  2.650000000000000E-004 ,  5.450000000000000E-005 , 0,  1.602938775541042E-002
  2.650000000000000E-004 ,  6.549999999999999E-005 , 0,  2.116962440817682E-002
  2.650000000000000E-004 ,  8.150000000000000E-005 , 0,  2.728919268566896E-002
  2.650000000000000E-004 ,  1.050000000000000E-004 , 0,  2.890554195722256E-002
  2.650000000000000E-004 ,  1.400000000000000E-004 , 0,  2.948930025735807E-002
  2.650000000000000E-004 ,  1.955000000000000E-004 , 0,  2.973550807470955E-002
  2.650000000000000E-004 ,  2.650000000000000E-004 , 0,  2.981537588092556E-002
